lesson;cs;cs
7;DDIC;pDDIC
19;DDID;pDDID
6;DDIE;pDDIE
5;DDIF;pDDIF
11;DDIG;pDDIG
8;DDIH;pDDIH
6;DDII;pDDII
17;DDIJ;pDDIJ
4;DDJA;pDDJA
10;DDJB;pDDJB
4;DDJC;pDDJC
7;DDJD;pDDJD
2;DDJE;pDDJE
5;DDJF;pDDJF
7;DDJG;pDDJG
9;DDJH;pDDJH
3;DDJI;pDDJI
10;DDJJ;pDDJJ
11;DEAA;pDEAA
7;DEAB;pDEAB
3;DEAC;pDEAC
19;DEAD;pDEAD
4;DEAE;pDEAE
5;DEAF;pDEAF
1;DEAG;pDEAG
17;DEAH;pDEAH
14;DEAI;pDEAI
11;DEAJ;pDEAJ
15;DEBA;pDEBA
5;DEBB;pDEBB
2;DEBC;pDEBC
17;DEBD;pDEBD
7;DEBE;pDEBE
1;DEBF;pDEBF
1;DEBG;pDEBG
10;DEBH;pDEBH
2;DEBI;pDEBI
12;DEBJ;pDEBJ
12;DECA;pDECA
3;DECB;pDECB
2;DECC;pDECC
12;DECD;pDECD
0;DECE;pDECE
7;DECF;pDECF
2;DECG;pDECG
7;DECH;pDECH
6;DECI;pDECI
10;DECJ;pDECJ
16;DEDA;pDEDA
16;DEDB;pDEDB
10;DEDC;pDEDC
15;DEDD;pDEDD
18;DEDE;pDEDE
19;DEDF;pDEDF
11;DEDG;pDEDG
6;DEDH;pDEDH
13;DEDI;pDEDI
16;DEDJ;pDEDJ
14;DEEA;pDEEA
13;DEEB;pDEEB
8;DEEC;pDEEC
16;DEED;pDEED
4;DEEE;pDEEE
5;DEEF;pDEEF
0;DEEG;pDEEG
17;DEEH;pDEEH
5;DEEI;pDEEI
5;DEEJ;pDEEJ
7;DEFA;pDEFA
15;DEFB;pDEFB
11;DEFC;pDEFC
7;DEFD;pDEFD
10;DEFE;pDEFE
6;DEFF;pDEFF
18;DEFG;pDEFG
2;DEFH;pDEFH
2;DEFI;pDEFI
2;DEFJ;pDEFJ
17;DEGA;pDEGA
7;DEGB;pDEGB
6;DEGC;pDEGC
8;DEGD;pDEGD
9;DEGE;pDEGE
18;DEGF;pDEGF
11;DEGG;pDEGG
11;DEGH;pDEGH
13;DEGI;pDEGI
8;DEGJ;pDEGJ
8;DEHA;pDEHA
19;DEHB;pDEHB
5;DEHC;pDEHC
19;DEHD;pDEHD
12;DEHE;pDEHE
5;DEHF;pDEHF
2;DEHG;pDEHG
17;DEHH;pDEHH
1;DEHI;pDEHI
3;DEHJ;pDEHJ
6;DEIA;pDEIA
12;DEIB;pDEIB
18;DEIC;pDEIC
13;DEID;pDEID
9;DEIE;pDEIE
17;DEIF;pDEIF
17;DEIG;pDEIG
12;DEIH;pDEIH
16;DEII;pDEII
4;DEIJ;pDEIJ
13;DEJA;pDEJA
6;DEJB;pDEJB
17;DEJC;pDEJC
15;DEJD;pDEJD
5;DEJE;pDEJE
19;DEJF;pDEJF
2;DEJG;pDEJG
15;DEJH;pDEJH
18;DEJI;pDEJI
14;DEJJ;pDEJJ
0;DFAA;pDFAA
3;DFAB;pDFAB
13;DFAC;pDFAC
19;DFAD;pDFAD
3;DFAE;pDFAE
15;DFAF;pDFAF
1;DFAG;pDFAG
11;DFAH;pDFAH
13;DFAI;pDFAI
12;DFAJ;pDFAJ
19;DFBA;pDFBA
12;DFBB;pDFBB
4;DFBC;pDFBC
16;DFBD;pDFBD
14;DFBE;pDFBE
3;DFBF;pDFBF
16;DFBG;pDFBG
1;DFBH;pDFBH
10;DFBI;pDFBI
7;DFBJ;pDFBJ
5;DFCA;pDFCA
16;DFCB;pDFCB
12;DFCC;pDFCC
12;DFCD;pDFCD
8;DFCE;pDFCE
0;DFCF;pDFCF
0;DFCG;pDFCG
8;DFCH;pDFCH
11;DFCI;pDFCI
5;DFCJ;pDFCJ
14;DFDA;pDFDA
0;DFDB;pDFDB
2;DFDC;pDFDC
17;DFDD;pDFDD
8;DFDE;pDFDE
18;DFDF;pDFDF
1;DFDG;pDFDG
6;DFDH;pDFDH
12;DFDI;pDFDI
10;DFDJ;pDFDJ
3;DFEA;pDFEA
12;DFEB;pDFEB
13;DFEC;pDFEC
7;DFED;pDFED
16;DFEE;pDFEE
1;DFEF;pDFEF
4;DFEG;pDFEG
12;DFEH;pDFEH
2;DFEI;pDFEI
14;DFEJ;pDFEJ
10;DFFA;pDFFA
2;DFFB;pDFFB
12;DFFC;pDFFC
16;DFFD;pDFFD
10;DFFE;pDFFE
19;DFFF;pDFFF
11;DFFG;pDFFG
12;DFFH;pDFFH
4;DFFI;pDFFI
15;DFFJ;pDFFJ
14;DFGA;pDFGA
11;DFGB;pDFGB
19;DFGC;pDFGC
18;DFGD;pDFGD
17;DFGE;pDFGE
13;DFGF;pDFGF
19;DFGG;pDFGG
19;DFGH;pDFGH
9;DFGI;pDFGI
11;DFGJ;pDFGJ
8;DFHA;pDFHA
7;DFHB;pDFHB
18;DFHC;pDFHC
15;DFHD;pDFHD
12;DFHE;pDFHE
17;DFHF;pDFHF
4;DFHG;pDFHG
3;DFHH;pDFHH
4;DFHI;pDFHI
0;DFHJ;pDFHJ
2;DFIA;pDFIA
9;DFIB;pDFIB
4;DFIC;pDFIC
5;DFID;pDFID
7;DFIE;pDFIE
6;DFIF;pDFIF
1;DFIG;pDFIG
19;DFIH;pDFIH
19;DFII;pDFII
8;DFIJ;pDFIJ
12;DFJA;pDFJA
17;DFJB;pDFJB
18;DFJC;pDFJC
14;DFJD;pDFJD
3;DFJE;pDFJE
15;DFJF;pDFJF
7;DFJG;pDFJG
14;DFJH;pDFJH
15;DFJI;pDFJI
3;DFJJ;pDFJJ
4;DGAA;pDGAA
8;DGAB;pDGAB
18;DGAC;pDGAC
13;DGAD;pDGAD
12;DGAE;pDGAE
18;DGAF;pDGAF
12;DGAG;pDGAG
8;DGAH;pDGAH
1;DGAI;pDGAI
5;DGAJ;pDGAJ
9;DGBA;pDGBA
0;DGBB;pDGBB
3;DGBC;pDGBC
15;DGBD;pDGBD
5;DGBE;pDGBE
1;DGBF;pDGBF
9;DGBG;pDGBG
11;DGBH;pDGBH
6;DGBI;pDGBI
1;DGBJ;pDGBJ
18;DGCA;pDGCA
4;DGCB;pDGCB
1;DGCC;pDGCC
13;DGCD;pDGCD
3;DGCE;pDGCE
10;DGCF;pDGCF
11;DGCG;pDGCG
15;DGCH;pDGCH
11;DGCI;pDGCI
1;DGCJ;pDGCJ
19;DGDA;pDGDA
16;DGDB;pDGDB
10;DGDC;pDGDC
7;DGDD;pDGDD
1;DGDE;pDGDE
0;DGDF;pDGDF
15;DGDG;pDGDG
16;DGDH;pDGDH
12;DGDI;pDGDI
6;DGDJ;pDGDJ
16;DGEA;pDGEA
9;DGEB;pDGEB
19;DGEC;pDGEC
18;DGED;pDGED
7;DGEE;pDGEE
18;DGEF;pDGEF
13;DGEG;pDGEG
9;DGEH;pDGEH
18;DGEI;pDGEI
11;DGEJ;pDGEJ
3;DGFA;pDGFA
8;DGFB;pDGFB
14;DGFC;pDGFC
4;DGFD;pDGFD
18;DGFE;pDGFE
7;DGFF;pDGFF
17;DGFG;pDGFG
11;DGFH;pDGFH
6;DGFI;pDGFI
19;DGFJ;pDGFJ
5;DGGA;pDGGA
14;DGGB;pDGGB
8;DGGC;pDGGC
17;DGGD;pDGGD
16;DGGE;pDGGE
2;DGGF;pDGGF
11;DGGG;pDGGG
5;DGGH;pDGGH
9;DGGI;pDGGI
7;DGGJ;pDGGJ
17;DGHA;pDGHA
7;DGHB;pDGHB
11;DGHC;pDGHC
1;DGHD;pDGHD
15;DGHE;pDGHE
13;DGHF;pDGHF
17;DGHG;pDGHG
18;DGHH;pDGHH
7;DGHI;pDGHI
17;DGHJ;pDGHJ
10;DGIA;pDGIA
5;DGIB;pDGIB
16;DGIC;pDGIC
4;DGID;pDGID
14;DGIE;pDGIE
15;DGIF;pDGIF
0;DGIG;pDGIG
19;DGIH;pDGIH
4;DGII;pDGII
8;DGIJ;pDGIJ
1;DGJA;pDGJA
18;DGJB;pDGJB
13;DGJC;pDGJC
13;DGJD;pDGJD
5;DGJE;pDGJE
18;DGJF;pDGJF
16;DGJG;pDGJG
15;DGJH;pDGJH
8;DGJI;pDGJI
3;DGJJ;pDGJJ
8;DHAA;pDHAA
13;DHAB;pDHAB
10;DHAC;pDHAC
13;DHAD;pDHAD
4;DHAE;pDHAE
6;DHAF;pDHAF
13;DHAG;pDHAG
14;DHAH;pDHAH
5;DHAI;pDHAI
5;DHAJ;pDHAJ
3;DHBA;pDHBA
17;DHBB;pDHBB
9;DHBC;pDHBC
7;DHBD;pDHBD
0;DHBE;pDHBE
14;DHBF;pDHBF
9;DHBG;pDHBG
3;DHBH;pDHBH
19;DHBI;pDHBI
6;DHBJ;pDHBJ
16;DHCA;pDHCA
18;DHCB;pDHCB
3;DHCC;pDHCC
8;DHCD;pDHCD
15;DHCE;pDHCE
13;DHCF;pDHCF
12;DHCG;pDHCG
0;DHCH;pDHCH
8;DHCI;pDHCI
2;DHCJ;pDHCJ
17;DHDA;pDHDA
6;DHDB;pDHDB
15;DHDC;pDHDC
4;DHDD;pDHDD
8;DHDE;pDHDE
2;DHDF;pDHDF
17;DHDG;pDHDG
15;DHDH;pDHDH
12;DHDI;pDHDI
7;DHDJ;pDHDJ
7;DHEA;pDHEA
1;DHEB;pDHEB
15;DHEC;pDHEC
18;DHED;pDHED
19;DHEE;pDHEE
19;DHEF;pDHEF
4;DHEG;pDHEG
1;DHEH;pDHEH
1;DHEI;pDHEI
14;DHEJ;pDHEJ
10;DHFA;pDHFA
11;DHFB;pDHFB
1;DHFC;pDHFC
18;DHFD;pDHFD
6;DHFE;pDHFE
17;DHFF;pDHFF
3;DHFG;pDHFG
11;DHFH;pDHFH
1;DHFI;pDHFI
14;DHFJ;pDHFJ
7;DHGA;pDHGA
17;DHGB;pDHGB
2;DHGC;pDHGC
19;DHGD;pDHGD
6;DHGE;pDHGE
14;DHGF;pDHGF
10;DHGG;pDHGG
6;DHGH;pDHGH
0;DHGI;pDHGI
10;DHGJ;pDHGJ
9;DHHA;pDHHA
11;DHHB;pDHHB
19;DHHC;pDHHC
4;DHHD;pDHHD
0;DHHE;pDHHE
3;DHHF;pDHHF
8;DHHG;pDHHG
10;DHHH;pDHHH
12;DHHI;pDHHI
13;DHHJ;pDHHJ
1;DHIA;pDHIA
13;DHIB;pDHIB
14;DHIC;pDHIC
11;DHID;pDHID
3;DHIE;pDHIE
6;DHIF;pDHIF
6;DHIG;pDHIG
18;DHIH;pDHIH
13;DHII;pDHII
4;DHIJ;pDHIJ
5;DHJA;pDHJA
4;DHJB;pDHJB
0;DHJC;pDHJC
6;DHJD;pDHJD
6;DHJE;pDHJE
1;DHJF;pDHJF
1;DHJG;pDHJG
12;DHJH;pDHJH
1;DHJI;pDHJI
19;DHJJ;pDHJJ
4;DIAA;pDIAA
1;DIAB;pDIAB
11;DIAC;pDIAC
11;DIAD;pDIAD
9;DIAE;pDIAE
16;DIAF;pDIAF
13;DIAG;pDIAG
9;DIAH;pDIAH
8;DIAI;pDIAI
16;DIAJ;pDIAJ
15;DIBA;pDIBA
2;DIBB;pDIBB
5;DIBC;pDIBC
7;DIBD;pDIBD
2;DIBE;pDIBE
0;DIBF;pDIBF
2;DIBG;pDIBG
10;DIBH;pDIBH
13;DIBI;pDIBI
2;DIBJ;pDIBJ
13;DICA;pDICA
5;DICB;pDICB
0;DICC;pDICC
18;DICD;pDICD
9;DICE;pDICE
11;DICF;pDICF
2;DICG;pDICG
4;DICH;pDICH
7;DICI;pDICI
13;DICJ;pDICJ
13;DIDA;pDIDA
3;DIDB;pDIDB
4;DIDC;pDIDC
14;DIDD;pDIDD
11;DIDE;pDIDE
13;DIDF;pDIDF
6;DIDG;pDIDG
18;DIDH;pDIDH
12;DIDI;pDIDI
14;DIDJ;pDIDJ
8;DIEA;pDIEA
4;DIEB;pDIEB
1;DIEC;pDIEC
1;DIED;pDIED
9;DIEE;pDIEE
18;DIEF;pDIEF
7;DIEG;pDIEG
4;DIEH;pDIEH
19;DIEI;pDIEI
4;DIEJ;pDIEJ
12;DIFA;pDIFA
6;DIFB;pDIFB
15;DIFC;pDIFC
1;DIFD;pDIFD
9;DIFE;pDIFE
9;DIFF;pDIFF
5;DIFG;pDIFG
18;DIFH;pDIFH
13;DIFI;pDIFI
8;DIFJ;pDIFJ
14;DIGA;pDIGA
15;DIGB;pDIGB
13;DIGC;pDIGC
9;DIGD;pDIGD
18;DIGE;pDIGE
11;DIGF;pDIGF
5;DIGG;pDIGG
11;DIGH;pDIGH
12;DIGI;pDIGI
9;DIGJ;pDIGJ
13;DIHA;pDIHA
8;DIHB;pDIHB
18;DIHC;pDIHC
4;DIHD;pDIHD
19;DIHE;pDIHE
13;DIHF;pDIHF
13;DIHG;pDIHG
0;DIHH;pDIHH
16;DIHI;pDIHI
3;DIHJ;pDIHJ
12;DIIA;pDIIA
6;DIIB;pDIIB
2;DIIC;pDIIC
0;DIID;pDIID
8;DIIE;pDIIE
19;DIIF;pDIIF
17;DIIG;pDIIG
9;DIIH;pDIIH
12;DIII;pDIII
4;DIIJ;pDIIJ
8;DIJA;pDIJA
2;DIJB;pDIJB
10;DIJC;pDIJC
8;DIJD;pDIJD
10;DIJE;pDIJE
14;DIJF;pDIJF
1;DIJG;pDIJG
12;DIJH;pDIJH
4;DIJI;pDIJI
17;DIJJ;pDIJJ
8;DJAA;pDJAA
3;DJAB;pDJAB
5;DJAC;pDJAC
11;DJAD;pDJAD
15;DJAE;pDJAE
14;DJAF;pDJAF
9;DJAG;pDJAG
11;DJAH;pDJAH
9;DJAI;pDJAI
11;DJAJ;pDJAJ
18;DJBA;pDJBA
4;DJBB;pDJBB
6;DJBC;pDJBC
2;DJBD;pDJBD
12;DJBE;pDJBE
6;DJBF;pDJBF
14;DJBG;pDJBG
14;DJBH;pDJBH
3;DJBI;pDJBI
0;DJBJ;pDJBJ
14;DJCA;pDJCA
12;DJCB;pDJCB
19;DJCC;pDJCC
9;DJCD;pDJCD
1;DJCE;pDJCE
5;DJCF;pDJCF
15;DJCG;pDJCG
13;DJCH;pDJCH
1;DJCI;pDJCI
15;DJCJ;pDJCJ
12;DJDA;pDJDA
6;DJDB;pDJDB
3;DJDC;pDJDC
2;DJDD;pDJDD
8;DJDE;pDJDE
13;DJDF;pDJDF
4;DJDG;pDJDG
19;DJDH;pDJDH
14;DJDI;pDJDI
6;DJDJ;pDJDJ
9;DJEA;pDJEA
9;DJEB;pDJEB
13;DJEC;pDJEC
7;DJED;pDJED
18;DJEE;pDJEE
14;DJEF;pDJEF
13;DJEG;pDJEG
0;DJEH;pDJEH
11;DJEI;pDJEI
15;DJEJ;pDJEJ
4;DJFA;pDJFA
4;DJFB;pDJFB
7;DJFC;pDJFC
12;DJFD;pDJFD
13;DJFE;pDJFE
6;DJFF;pDJFF
0;DJFG;pDJFG
10;DJFH;pDJFH
13;DJFI;pDJFI
10;DJFJ;pDJFJ
10;DJGA;pDJGA
18;DJGB;pDJGB
19;DJGC;pDJGC
6;DJGD;pDJGD
19;DJGE;pDJGE
7;DJGF;pDJGF
13;DJGG;pDJGG
12;DJGH;pDJGH
3;DJGI;pDJGI
3;DJGJ;pDJGJ
15;DJHA;pDJHA
10;DJHB;pDJHB
6;DJHC;pDJHC
14;DJHD;pDJHD
16;DJHE;pDJHE
12;DJHF;pDJHF
10;DJHG;pDJHG
11;DJHH;pDJHH
15;DJHI;pDJHI
16;DJHJ;pDJHJ
1;DJIA;pDJIA
10;DJIB;pDJIB
4;DJIC;pDJIC
4;DJID;pDJID
19;DJIE;pDJIE
10;DJIF;pDJIF
6;DJIG;pDJIG
7;DJIH;pDJIH
7;DJII;pDJII
19;DJIJ;pDJIJ
11;DJJA;pDJJA
5;DJJB;pDJJB
0;DJJC;pDJJC
3;DJJD;pDJJD
14;DJJE;pDJJE
1;DJJF;pDJJF
14;DJJG;pDJJG
2;DJJH;pDJJH
9;DJJI;pDJJI
16;DJJJ;pDJJJ
18;EAAA;pEAAA
2;EAAB;pEAAB
3;EAAC;pEAAC
3;EAAD;pEAAD
6;EAAE;pEAAE
4;EAAF;pEAAF
3;EAAG;pEAAG
7;EAAH;pEAAH
4;EAAI;pEAAI
12;EAAJ;pEAAJ
2;EABA;pEABA
8;EABB;pEABB
2;EABC;pEABC
15;EABD;pEABD
6;EABE;pEABE
1;EABF;pEABF
18;EABG;pEABG
19;EABH;pEABH
11;EABI;pEABI
10;EABJ;pEABJ
18;EACA;pEACA
11;EACB;pEACB
6;EACC;pEACC
15;EACD;pEACD
15;EACE;pEACE
8;EACF;pEACF
0;EACG;pEACG
4;EACH;pEACH
6;EACI;pEACI
19;EACJ;pEACJ
7;EADA;pEADA
11;EADB;pEADB
12;EADC;pEADC
15;EADD;pEADD
15;EADE;pEADE
14;EADF;pEADF
14;EADG;pEADG
17;EADH;pEADH
0;EADI;pEADI
9;EADJ;pEADJ
15;EAEA;pEAEA
19;EAEB;pEAEB
11;EAEC;pEAEC
12;EAED;pEAED
16;EAEE;pEAEE
18;EAEF;pEAEF
18;EAEG;pEAEG
13;EAEH;pEAEH
8;EAEI;pEAEI
19;EAEJ;pEAEJ
0;EAFA;pEAFA
3;EAFB;pEAFB
18;EAFC;pEAFC
8;EAFD;pEAFD
9;EAFE;pEAFE
3;EAFF;pEAFF
19;EAFG;pEAFG
10;EAFH;pEAFH
14;EAFI;pEAFI
13;EAFJ;pEAFJ
1;EAGA;pEAGA
9;EAGB;pEAGB
12;EAGC;pEAGC
15;EAGD;pEAGD
12;EAGE;pEAGE
4;EAGF;pEAGF
3;EAGG;pEAGG
6;EAGH;pEAGH
3;EAGI;pEAGI
7;EAGJ;pEAGJ
0;EAHA;pEAHA
18;EAHB;pEAHB
6;EAHC;pEAHC
14;EAHD;pEAHD
10;EAHE;pEAHE
6;EAHF;pEAHF
9;EAHG;pEAHG
18;EAHH;pEAHH
17;EAHI;pEAHI
2;EAHJ;pEAHJ
1;EAIA;pEAIA
18;EAIB;pEAIB
0;EAIC;pEAIC
16;EAID;pEAID
9;EAIE;pEAIE
16;EAIF;pEAIF
17;EAIG;pEAIG
6;EAIH;pEAIH
9;EAII;pEAII
12;EAIJ;pEAIJ
11;EAJA;pEAJA
7;EAJB;pEAJB
13;EAJC;pEAJC
10;EAJD;pEAJD
3;EAJE;pEAJE
4;EAJF;pEAJF
8;EAJG;pEAJG
19;EAJH;pEAJH
18;EAJI;pEAJI
7;EAJJ;pEAJJ
7;EBAA;pEBAA
8;EBAB;pEBAB
6;EBAC;pEBAC
16;EBAD;pEBAD
11;EBAE;pEBAE
10;EBAF;pEBAF
10;EBAG;pEBAG
8;EBAH;pEBAH
8;EBAI;pEBAI
13;EBAJ;pEBAJ
19;EBBA;pEBBA
0;EBBB;pEBBB
10;EBBC;pEBBC
11;EBBD;pEBBD
4;EBBE;pEBBE
19;EBBF;pEBBF
17;EBBG;pEBBG
16;EBBH;pEBBH
10;EBBI;pEBBI
2;EBBJ;pEBBJ
3;EBCA;pEBCA
12;EBCB;pEBCB
1;EBCC;pEBCC
11;EBCD;pEBCD
12;EBCE;pEBCE
12;EBCF;pEBCF
5;EBCG;pEBCG
16;EBCH;pEBCH
11;EBCI;pEBCI
17;EBCJ;pEBCJ
12;EBDA;pEBDA
2;EBDB;pEBDB
12;EBDC;pEBDC
13;EBDD;pEBDD
0;EBDE;pEBDE
13;EBDF;pEBDF
1;EBDG;pEBDG
19;EBDH;pEBDH
16;EBDI;pEBDI
13;EBDJ;pEBDJ
4;EBEA;pEBEA
13;EBEB;pEBEB
11;EBEC;pEBEC
1;EBED;pEBED
9;EBEE;pEBEE
0;EBEF;pEBEF
16;EBEG;pEBEG
4;EBEH;pEBEH
16;EBEI;pEBEI
7;EBEJ;pEBEJ
3;EBFA;pEBFA
5;EBFB;pEBFB
10;EBFC;pEBFC
4;EBFD;pEBFD
16;EBFE;pEBFE
7;EBFF;pEBFF
1;EBFG;pEBFG
12;EBFH;pEBFH
6;EBFI;pEBFI
13;EBFJ;pEBFJ
17;EBGA;pEBGA
14;EBGB;pEBGB
7;EBGC;pEBGC
14;EBGD;pEBGD
0;EBGE;pEBGE
1;EBGF;pEBGF
2;EBGG;pEBGG
4;EBGH;pEBGH
4;EBGI;pEBGI
9;EBGJ;pEBGJ
3;EBHA;pEBHA
10;EBHB;pEBHB
11;EBHC;pEBHC
7;EBHD;pEBHD
6;EBHE;pEBHE
16;EBHF;pEBHF
7;EBHG;pEBHG
11;EBHH;pEBHH
7;EBHI;pEBHI
5;EBHJ;pEBHJ
0;EBIA;pEBIA
3;EBIB;pEBIB
13;EBIC;pEBIC
11;EBID;pEBID
15;EBIE;pEBIE
17;EBIF;pEBIF
13;EBIG;pEBIG
10;EBIH;pEBIH
8;EBII;pEBII
2;EBIJ;pEBIJ
5;EBJA;pEBJA
10;EBJB;pEBJB
14;EBJC;pEBJC
5;EBJD;pEBJD
8;EBJE;pEBJE
7;EBJF;pEBJF
17;EBJG;pEBJG
6;EBJH;pEBJH
5;EBJI;pEBJI
2;EBJJ;pEBJJ
16;ECAA;pECAA
7;ECAB;pECAB
8;ECAC;pECAC
2;ECAD;pECAD
16;ECAE;pECAE
14;ECAF;pECAF
11;ECAG;pECAG
2;ECAH;pECAH
13;ECAI;pECAI
1;ECAJ;pECAJ
9;ECBA;pECBA
12;ECBB;pECBB
12;ECBC;pECBC
14;ECBD;pECBD
19;ECBE;pECBE
18;ECBF;pECBF
16;ECBG;pECBG
11;ECBH;pECBH
16;ECBI;pECBI
5;ECBJ;pECBJ
1;ECCA;pECCA
17;ECCB;pECCB
11;ECCC;pECCC
16;ECCD;pECCD
14;ECCE;pECCE
7;ECCF;pECCF
10;ECCG;pECCG
10;ECCH;pECCH
6;ECCI;pECCI
18;ECCJ;pECCJ
17;ECDA;pECDA
2;ECDB;pECDB
5;ECDC;pECDC
11;ECDD;pECDD
15;ECDE;pECDE
5;ECDF;pECDF
3;ECDG;pECDG
4;ECDH;pECDH
15;ECDI;pECDI
8;ECDJ;pECDJ
18;ECEA;pECEA
14;ECEB;pECEB
15;ECEC;pECEC
5;ECED;pECED
15;ECEE;pECEE
10;ECEF;pECEF
14;ECEG;pECEG
4;ECEH;pECEH
19;ECEI;pECEI
10;ECEJ;pECEJ
8;ECFA;pECFA
19;ECFB;pECFB
8;ECFC;pECFC
15;ECFD;pECFD
19;ECFE;pECFE
9;ECFF;pECFF
5;ECFG;pECFG
9;ECFH;pECFH
15;ECFI;pECFI
10;ECFJ;pECFJ
18;ECGA;pECGA
14;ECGB;pECGB
17;ECGC;pECGC
12;ECGD;pECGD
3;ECGE;pECGE
3;ECGF;pECGF
3;ECGG;pECGG
7;ECGH;pECGH
4;ECGI;pECGI
7;ECGJ;pECGJ
2;ECHA;pECHA
7;ECHB;pECHB
13;ECHC;pECHC
13;ECHD;pECHD
1;ECHE;pECHE
18;ECHF;pECHF
7;ECHG;pECHG
1;ECHH;pECHH
5;ECHI;pECHI
9;ECHJ;pECHJ
3;ECIA;pECIA
6;ECIB;pECIB
10;ECIC;pECIC
8;ECID;pECID
13;ECIE;pECIE
6;ECIF;pECIF
10;ECIG;pECIG
16;ECIH;pECIH
3;ECII;pECII
1;ECIJ;pECIJ
3;ECJA;pECJA
3;ECJB;pECJB
19;ECJC;pECJC
2;ECJD;pECJD
1;ECJE;pECJE
0;ECJF;pECJF
10;ECJG;pECJG
12;ECJH;pECJH
12;ECJI;pECJI
17;ECJJ;pECJJ
15;EDAA;pEDAA
16;EDAB;pEDAB
11;EDAC;pEDAC
3;EDAD;pEDAD
0;EDAE;pEDAE
4;EDAF;pEDAF
18;EDAG;pEDAG
17;EDAH;pEDAH
15;EDAI;pEDAI
4;EDAJ;pEDAJ
17;EDBA;pEDBA
3;EDBB;pEDBB
3;EDBC;pEDBC
18;EDBD;pEDBD
1;EDBE;pEDBE
12;EDBF;pEDBF
8;EDBG;pEDBG
11;EDBH;pEDBH
15;EDBI;pEDBI
10;EDBJ;pEDBJ
8;EDCA;pEDCA
0;EDCB;pEDCB
7;EDCC;pEDCC
9;EDCD;pEDCD
16;EDCE;pEDCE
10;EDCF;pEDCF
7;EDCG;pEDCG
3;EDCH;pEDCH
11;EDCI;pEDCI
6;EDCJ;pEDCJ
7;EDDA;pEDDA
2;EDDB;pEDDB
1;EDDC;pEDDC
7;EDDD;pEDDD
15;EDDE;pEDDE
14;EDDF;pEDDF
6;EDDG;pEDDG
1;EDDH;pEDDH
3;EDDI;pEDDI
1;EDDJ;pEDDJ
19;EDEA;pEDEA
6;EDEB;pEDEB
6;EDEC;pEDEC
0;EDED;pEDED
17;EDEE;pEDEE
11;EDEF;pEDEF
14;EDEG;pEDEG
4;EDEH;pEDEH
17;EDEI;pEDEI
14;EDEJ;pEDEJ
3;EDFA;pEDFA
9;EDFB;pEDFB
1;EDFC;pEDFC
13;EDFD;pEDFD
15;EDFE;pEDFE
13;EDFF;pEDFF
5;EDFG;pEDFG
1;EDFH;pEDFH
8;EDFI;pEDFI
12;EDFJ;pEDFJ
0;EDGA;pEDGA
16;EDGB;pEDGB
8;EDGC;pEDGC
15;EDGD;pEDGD
0;EDGE;pEDGE
16;EDGF;pEDGF
9;EDGG;pEDGG
18;EDGH;pEDGH
18;EDGI;pEDGI
17;EDGJ;pEDGJ
11;EDHA;pEDHA
15;EDHB;pEDHB
19;EDHC;pEDHC
1;EDHD;pEDHD
19;EDHE;pEDHE
19;EDHF;pEDHF
8;EDHG;pEDHG
17;EDHH;pEDHH
17;EDHI;pEDHI
11;EDHJ;pEDHJ
9;EDIA;pEDIA
11;EDIB;pEDIB
13;EDIC;pEDIC
8;EDID;pEDID
16;EDIE;pEDIE
18;EDIF;pEDIF
6;EDIG;pEDIG
10;EDIH;pEDIH
6;EDII;pEDII
9;EDIJ;pEDIJ
3;EDJA;pEDJA
19;EDJB;pEDJB
14;EDJC;pEDJC
4;EDJD;pEDJD
10;EDJE;pEDJE
18;EDJF;pEDJF
1;EDJG;pEDJG
3;EDJH;pEDJH
6;EDJI;pEDJI
2;EDJJ;pEDJJ
2;EEAA;pEEAA
4;EEAB;pEEAB
3;EEAC;pEEAC
1;EEAD;pEEAD
15;EEAE;pEEAE
3;EEAF;pEEAF
9;EEAG;pEEAG
1;EEAH;pEEAH
8;EEAI;pEEAI
0;EEAJ;pEEAJ
17;EEBA;pEEBA
10;EEBB;pEEBB
18;EEBC;pEEBC
17;EEBD;pEEBD
10;EEBE;pEEBE
19;EEBF;pEEBF
10;EEBG;pEEBG
17;EEBH;pEEBH
8;EEBI;pEEBI
1;EEBJ;pEEBJ
19;EECA;pEECA
16;EECB;pEECB
2;EECC;pEECC
5;EECD;pEECD
10;EECE;pEECE
8;EECF;pEECF
18;EECG;pEECG
1;EECH;pEECH
9;EECI;pEECI
7;EECJ;pEECJ
9;EEDA;pEEDA
7;EEDB;pEEDB
9;EEDC;pEEDC
2;EEDD;pEEDD
19;EEDE;pEEDE
10;EEDF;pEEDF
7;EEDG;pEEDG
5;EEDH;pEEDH
19;EEDI;pEEDI
5;EEDJ;pEEDJ
1;EEEA;pEEEA
4;EEEB;pEEEB
14;EEEC;pEEEC
19;EEED;pEEED
5;EEEE;pEEEE
1;EEEF;pEEEF
18;EEEG;pEEEG
11;EEEH;pEEEH
0;EEEI;pEEEI
19;EEEJ;pEEEJ
19;EEFA;pEEFA
5;EEFB;pEEFB
4;EEFC;pEEFC
15;EEFD;pEEFD
17;EEFE;pEEFE
13;EEFF;pEEFF
18;EEFG;pEEFG
1;EEFH;pEEFH
15;EEFI;pEEFI
12;EEFJ;pEEFJ
10;EEGA;pEEGA
13;EEGB;pEEGB
7;EEGC;pEEGC
